# k_unit=h/Mpc
# power_unit=(Mpc/h)^3
# redshift=0
# species=cold_plus_baryon
# gauge=synchronous
# fidelity=precision_boltzmann
# normalization=sigma8_z0
# normalization_value=0.8
# nonlinear=false
# massive_neutrino_sum_eV=0
# h=0.7
# omega_m=0.3
# omega_b=0.05
# omega_lambda=0.7
# n_s=1
# omega_lambda is radiation-free target projection; see provenance.json
# source=CAMB 2.0.4; var1=delta_nonu; var2=delta_nonu; nonlinear=false
1.00000000000000008e-05 3.28459989170355016e+01
1.00756385502849910e-05 3.30944377044275129e+01
1.01518492195989030e-05 3.33447600597949361e+01
1.02286363353671329e-05 3.35969755173962241e+01
1.03060042577470879e-05 3.38510940086685963e+01
1.03839573798757826e-05 3.41071353784627860e+01
1.04625001281192748e-05 3.43651175180668602e+01
1.05416369623240240e-05 3.46250503177015503e+01
1.06213723760701108e-05 3.48869489349677053e+01
1.07017108969264102e-05 3.51508291963442261e+01
1.07826570867076711e-05 3.54167044861936731e+01
1.08642155417335462e-05 3.56845866121273474e+01
1.09463908930895863e-05 3.59544914938464260e+01
1.10291878068901980e-05 3.62264414243195247e+01
1.11126109845436064e-05 3.65004542853762928e+01
1.11966651630188006e-05 3.67765389426841907e+01
1.12813551151145206e-05 3.70547054259798543e+01
1.13666856497302642e-05 3.73349821217128905e+01
1.14526616121393468e-05 3.76173834341197093e+01
1.15392878842640256e-05 3.79019099993623101e+01
1.16265693849527152e-05 3.81885924080017958e+01
1.17145110702592818e-05 3.84774473057732251e+01
1.18031179337244726e-05 3.87684835263976666e+01
1.18923950066594437e-05 3.90617167246155716e+01
1.19823473584314605e-05 3.93571740200204943e+01
1.20729800967517571e-05 3.96548614861919972e+01
1.21642983679655416e-05 3.99547973208354250e+01
1.22563073573442412e-05 4.02570103509682085e+01
1.23490122893799204e-05 4.05615036572783296e+01
1.24424184280819445e-05 4.08683013048349366e+01
1.25365310772758822e-05 4.11774241701832437e+01
1.26313555809046694e-05 4.14888840673623349e+01
1.27268973233320562e-05 4.18027008975717109e+01
1.28231617296483341e-05 4.21188864275586567e+01
1.29201542659783925e-05 4.24374626231520082e+01
1.30178804397920963e-05 4.27584540367598720e+01
1.31163458002170177e-05 4.30818667905608734e+01
1.32155559383535238e-05 4.34077296839098778e+01
1.33155164875922497e-05 4.37360577220835509e+01
1.34162331239339889e-05 4.40668608494549119e+01
1.35177115663119724e-05 4.44001755478310400e+01
1.36199575769166229e-05 4.47360089731663280e+01
1.37229769615227264e-05 4.50743796880937992e+01
1.38267755698191191e-05 4.54153164222280381e+01
1.39313592957408247e-05 4.57588313884977538e+01
1.40367340778037424e-05 4.61049450381123620e+01
1.41429058994418438e-05 4.64536746813883994e+01
1.42498807893469263e-05 4.68050364320541874e+01
1.43576648218109400e-05 4.71590550130482455e+01
1.44662641170709009e-05 4.75157585187673206e+01
1.45756848416564035e-05 4.78751579191838772e+01
1.46859332087397838e-05 4.82372678531662658e+01
1.47970154784889121e-05 4.86021270966797942e+01
1.49089379584226605e-05 4.89697437314234065e+01
1.50217070037690574e-05 4.93401349751435774e+01
1.51353290178261573e-05 4.97133301785962090e+01
1.52498104523256277e-05 5.00893539862683568e+01
1.53651578077991119e-05 5.04682238680063122e+01
1.54813776339473159e-05 5.08499561740827488e+01
1.55984765300119415e-05 5.12345697564084972e+01
1.57164611451503960e-05 5.16220889400201699e+01
1.58353381788133558e-05 5.20125464609462611e+01
1.59551143811251554e-05 5.24059649043358391e+01
1.60757965532671101e-05 5.28023545448036060e+01
1.61973915478636654e-05 5.32017283579334190e+01
1.63199062693715434e-05 5.36041321489505265e+01
1.64433476744717640e-05 5.40095896273169558e+01
1.65677227724646770e-05 5.44181088218282341e+01
1.66930386256679625e-05 5.48297079765881534e+01
1.68193023498176502e-05 5.52444226254148987e+01
1.69465211144721679e-05 5.56622756364943569e+01
1.70747021434194355e-05 5.60832898569629421e+01
1.72038527150870625e-05 5.65074961144976413e+01
1.73339801629556296e-05 5.69349061336310101e+01
1.74650918759751062e-05 5.73655424844633544e+01
1.75971952989844000e-05 5.77994350207317922e+01
1.77302979331341077e-05 5.82366125600758195e+01
1.78644073363124297e-05 5.86771051297448594e+01
1.79995311235743524e-05 5.91209275727965462e+01
1.81356769675740273e-05 5.95681003365034414e+01
1.82728525990004444e-05 6.00186568433643757e+01
1.84110658070164222e-05 6.04726171219910711e+01
1.85503244397008506e-05 6.09300121393624110e+01
1.86906364044943722e-05 6.13908694782663176e+01
1.88320096686483539e-05 6.18552114160923523e+01
1.89744522596773044e-05 6.23230769292748406e+01
1.91179722658146791e-05 6.27944682789541773e+01
1.92625778364721723e-05 6.32694150159746158e+01
1.94082771827024273e-05 6.37479767986161363e+01
1.95550785776653146e-05 6.42301516723674553e+01
1.97029903570976829e-05 6.47159688181345558e+01
1.98520209197866844e-05 6.52054615629976553e+01
2.00021787280466847e-05 6.56986520708791915e+01
2.01534723081997610e-05 6.61955767412760281e+01
2.03059102510598529e-05 6.66962617304984349e+01
2.04595012124205816e-05 6.72007332735621787e+01
2.06142539135467362e-05 6.77090206923507338e+01
2.07701771416694726e-05 6.82211479027807144e+01
2.09272797504853109e-05 6.87371502753238559e+01
2.10855706606588257e-05 6.92570592415213611e+01
2.12450588603292226e-05 6.97808997698024740e+01
2.14057534056206824e-05 7.03087027019666380e+01
2.15676634211565981e-05 7.08404965793926209e+01
2.17307981005776916e-05 7.13763055894192320e+01
2.18951667070640463e-05 7.19161647284130225e+01
2.20607785738610986e-05 7.24601288737638782e+01
2.22276431048096052e-05 7.30081925957305486e+01
2.23957697748795994e-05 7.35603910752882229e+01
2.25651681307084336e-05 7.41167826805750281e+01
2.27358477911428219e-05 7.46773642338852568e+01
2.29078184477850454e-05 7.52422021692074026e+01
2.30810898655432716e-05 7.58113217072741037e+01
2.32556718831859997e-05 7.63847240868187924e+01
2.34315744139007591e-05 7.69624744409139367e+01
2.36088074458569939e-05 7.75445963462266548e+01
2.37873810427732089e-05 7.81311126734198211e+01
2.39673053444884119e-05 7.87220629886592320e+01
2.41485905675378961e-05 7.93174891660334680e+01
2.43312470057333326e-05 7.99174135595088160e+01
2.45152850307473006e-05 8.05218785026366959e+01
2.47007150927022130e-05 8.11309236825951956e+01
2.48875477207636727e-05 8.17445578239709647e+01
2.50757935237383798e-05 8.23628412330538424e+01
2.52654631906765145e-05 8.29858145477652442e+01
2.54565674914786730e-05 8.36134944638312021e+01
2.56491172775074190e-05 8.42459072806597078e+01
2.58431234822034626e-05 8.48830974260137623e+01
2.60385971217064476e-05 8.55251179617620920e+01
2.62355492954805290e-05 8.61720067704714268e+01
2.64339911869445862e-05 8.68237775104313130e+01
2.66339340641072572e-05 8.74804669756020985e+01
2.68353892802067733e-05 8.81421334680806297e+01
2.70383682743555989e-05 8.88088161416860089e+01
2.72428825721899941e-05 8.94805223918662165e+01
2.74489437865244592e-05 9.01573118440878005e+01
2.76565636180111533e-05 9.08392225158845861e+01
2.78657538558042528e-05 9.15262844783216991e+01
2.80765263782293954e-05 9.22185487979875091e+01
2.82888931534581520e-05 9.29160585634588756e+01
2.85028662401876083e-05 9.36188354504283495e+01
2.87184577883250990e-05 9.43269133249984151e+01
2.89356800396780591e-05 9.50403542050552801e+01
2.91545453286492205e-05 9.57591986704209006e+01
2.93750660829369292e-05 9.64834786608248436e+01
2.95972548242408453e-05 9.72132305071847043e+01
2.98211241689729497e-05 9.79485018095174809e+01
3.00466868289739336e-05 9.86893452124576243e+01
3.02739556122350030e-05 9.94357772177019257e+01
3.05029434236251648e-05 1.00187848558255624e+02
3.07336632656239747e-05 1.00945643718545099e+02
3.09661282390598618e-05 1.01709141146512252e+02
3.12003515438540307e-05 1.02478407935652100e+02
3.14363464797699527e-05 1.03253514636386797e+02
3.16741264471686015e-05 1.04034473741631672e+02
3.19137049477693322e-05 1.04821327681515996e+02
3.21550955854165549e-05 1.05614125276754237e+02
3.23983120668521810e-05 1.06412927519859011e+02
3.26433682024939180e-05 1.07217791129864594e+02
3.28902779072194997e-05 1.08028725589079585e+02
3.31390552011567516e-05 1.08845779330360813e+02
3.33897142104797335e-05 1.09669025221514488e+02
3.36422691682108194e-05 1.10498516988479125e+02
3.38967344150289222e-05 1.11334261080516143e+02
3.41531244000837296e-05 1.12176327252519229e+02
